apple_music_id,edma_key,edma_strength,edmm_key,edmm_strength,bgate_key,bgate_strength,shaath_key,shaath_strength,braw_key,braw_strength,temperley_key,temperley_strength,noland_key,noland_strength,bpm_rhythm,bpm_rhythm_confidence,bpm_percival
91EB327D3516EA59,10m,0.9793,10m,0.9635,10m,0.9461,10m,0.9009,10m,0.9626,10m,0.7426,10m,0.8816,122.99,2.6291,123.05
9238FFD03190C9BD,1m,0.8947,1m,0.8966,1m,0.9024,1m,0.9246,1m,0.8146,12d,0.7717,12m,0.8611,120.02,2.2726,120.19
92657C200C8EACDF,1d,0.8313,11m,0.7114,1d,0.8266,1d,0.7892,1d,0.8205,12d,0.6953,12d,0.8569,117.96,2.2969,118.12
9282BD04501DB3C9,5m,0.7943,5m,0.792,5m,0.7917,5m,0.8239,5m,0.7269,5m,0.8535,4m,0.7097,111.03,3.4894,111.14
92890EF8F0830116,6m,0.8408,6m,0.813,6m,0.8166,6m,0.8035,6m,0.8042,6m,0.7355,5m,0.7699,128.97,2.4421,129.2
92B023E6C70585D7,6m,0.8878,6m,0.9017,6m,0.8992,6m,0.8981,6m,0.81,6d,0.8291,6d,0.907,122.48,2.1433,121.6
92D36E5321D323C1,2m,0.5152,2m,0.5139,2m,0.5172,2m,0.5726,6d,0.5213,2m,0.6116,2m,0.4149,118.6,1.6473,120.19
9390368920ED7093,4m,0.7849,4m,0.7291,4m,0.7822,4m,0.6846,4m,0.7666,3d,0.6528,3m,0.7767,114.92,2.9363,114.84
94F0278646FC22C2,1d,0.7814,12m,0.688,1d,0.8237,12d,0.7758,1d,0.7941,12d,0.8717,12d,0.8948,94.32,1.4787,62.83
95ECE6DA1873356A,7m,0.9013,7m,0.9133,7m,0.8969,7m,0.9082,7m,0.8161,7d,0.7973,6m,0.9094,123.97,3.4941,123.78
963A3D933E88D59E,10d,0.9251,10m,0.6545,10d,0.9551,10d,0.965,10d,0.9523,10d,0.9272,10d,0.9025,126.82,2.202,126.82
9659CB55BA67DBDB,10m,0.794,10m,0.7533,10m,0.7327,1d,0.7361,10m,0.8265,1d,0.5061,9m,0.5215,117.91,2.0577,118.12
971C7032A4AFEEF3,4m,0.8867,4m,0.9062,4m,0.8852,4m,0.889,4m,0.8069,4d,0.7264,3m,0.8788,122.09,2.5191,122.32
9A50EE5E8F861935,10m,0.8847,10m,0.9033,10m,0.8989,10m,0.8743,10m,0.8166,10d,0.861,10m,0.9472,121.96,1.1542,122.32
9BAB5CF0098CAE0E,9m,0.9135,9m,0.9426,9m,0.8768,9m,0.969,9m,0.8279,8d,0.7622,9m,0.8109,97.79,2.5587,98.44
9BD4637C4A7A2826,8m,0.8372,8m,0.8599,8m,0.836,8m,0.8773,7m,0.7665,7d,0.7729,7m,0.9025,124.97,1.8735,125.28
9C5CEED1A4D73015,7m,0.8312,7m,0.8517,7m,0.8806,7m,0.837,7m,0.7531,7d,0.875,7d,0.9411,83.0,2.8294,83.02
9C828D054A8A2DFA,6m,0.9681,6m,0.9248,6m,0.9355,6m,0.8653,6m,0.9805,6m,0.567,6m,0.7925,92.92,2.2062,93.12
9C9B74C419ABE945,9m,0.8144,9m,0.8131,9m,0.8733,9m,0.7974,9m,0.7539,9d,0.7736,9m,0.893,118.01,3.0059,118.12
9D6A87CE6E9C5AEB,8m,0.9428,8m,0.9506,8m,0.9222,8m,0.9447,8m,0.879,7d,0.716,8m,0.8353,121.01,2.1832,120.89
9DD5530EE9F203AC,11m,0.8876,11m,0.8898,11m,0.8771,11m,0.9186,11m,0.8094,10d,0.8055,10d,0.8412,113.86,2.7136,114.21
9E37ABD9453E8FB0,9m,0.8567,9m,0.8453,9m,0.8562,9m,0.7692,9m,0.8237,9d,0.6542,9m,0.8654,126.04,2.1903,126.05
9E3B1EA114B67B7F,11m,0.7456,11m,0.7799,11m,0.7235,11m,0.7713,11m,0.7094,12d,0.6215,11m,0.7907,123.54,1.3765,124.53
9E42D4E97FFAF2DF,9m,0.9673,9m,0.9621,9m,0.9875,9m,0.923,9m,0.9399,9m,0.751,9m,0.9264,119.99,3.1676,120.19
9E52E935F81BFC5A,3d,0.8383,4m,0.6777,3d,0.8646,3d,0.8427,3d,0.8643,3d,0.7886,3d,0.7692,117.64,2.453,117.45
9E9533C576EC74EC,10m,0.9467,10m,0.9685,10m,0.9033,10m,0.9757,10m,0.8775,10m,0.7309,10m,0.8105,122.9,1.8058,123.05
9ED9213664B23254,11m,0.8773,11m,0.9105,11m,0.85,11m,0.9328,11m,0.7691,10d,0.7906,10d,0.8809,138.12,2.7661,137.81
9F92A0939862C627,1m,0.9597,1m,0.9599,1m,0.9408,1m,0.9236,1m,0.9252,1m,0.7364,1m,0.8822,172.26,1.8706,87.59
A1E58DC6E59B13D7,12m,0.7988,12m,0.8567,12m,0.8076,12m,0.8895,12d,0.7485,12d,0.895,12d,0.8057,128.04,3.1982,128.4
A4644980C3C12C92,1m,0.9837,1m,0.9749,1m,0.9505,1m,0.9413,1m,0.9604,1m,0.7359,1m,0.8679,120.0,2.4878,120.19
A543179C836D1B52,2d,0.5772,12m,0.6058,12d,0.6425,12d,0.6579,12d,0.6242,1d,0.7987,12m,0.793,123.5,2.431,123.78
A5AA505409F45D58,8m,0.8698,8m,0.8185,8m,0.8367,8m,0.7714,8m,0.8537,7d,0.6649,7m,0.8535,115.89,3.234,116.13
A5DBC700C86A9209,6m,0.8755,6m,0.8423,6m,0.8995,6m,0.7796,6m,0.8653,6d,0.7087,6m,0.8825,120.07,0.9596,120.19
A76BFEBF87FC264F,1d,0.7196,12m,0.7284,12d,0.7846,12m,0.7832,12d,0.7176,12d,0.7651,11d,0.9038,123.9,2.2005,123.78
A8349B85981555B6,1m,0.802,1m,0.8573,1d,0.8655,1m,0.8898,1d,0.8372,1d,0.8709,1d,0.9222,113.96,2.6011,114.21
A860D8E7612D05CF,2m,0.9319,2m,0.9038,2m,0.8507,2m,0.8528,2m,0.9422,2m,0.6201,2m,0.6982,107.99,3.6436,108.23
A866C9C0960E60E6,10m,0.9647,10m,0.9827,10m,0.9498,10m,0.9567,10m,0.9033,10m,0.7687,10m,0.9107,109.99,2.3655,109.96
A86813743D11A6B8,1m,0.9513,1m,0.9346,1m,0.9649,1m,0.8821,1m,0.9237,1d,0.6909,1m,0.9277,101.98,2.5243,102.34
A9E68047C200943C,3d,0.8573,3m,0.7532,3d,0.8879,3d,0.9359,3d,0.867,3d,0.9121,3d,0.8179,120.01,3.0391,120.19
AA3AEE0E79B9DD66,5m,0.8716,5m,0.917,5m,0.8801,5m,0.9363,5m,0.7759,5d,0.8649,5m,0.8682,114.97,1.7214,114.84
AA6B003CE506D86D,9m,0.8643,9m,0.8244,9m,0.8275,12d,0.8152,9m,0.8949,9m,0.6734,9m,0.6884,123.87,3.2894,123.78
AAAFD64B647C2004,5d,0.8968,2m,0.6471,5d,0.8848,5d,0.9018,5d,0.9292,5d,0.7962,5d,0.7103,121.99,2.3871,122.32
AABC6298806E8E24,9m,0.9795,9m,0.9474,9m,0.9768,9m,0.8884,9m,0.9731,9m,0.6548,9m,0.8702,117.01,3.4593,116.79
AAE2575C020181C6,9d,0.8171,6m,0.7263,9d,0.7498,9d,0.8028,6m,0.8358,9d,0.6148,6m,0.5163,122.95,3.1227,123.05
AD1AD9612533B0CC,1d,0.924,10m,0.629,1d,0.9405,1d,0.9621,1d,0.9255,1d,0.9178,1d,0.8577,122.98,2.9912,123.05
AEB2CA34ACE1C8B2,10m,0.9608,10m,0.9488,10m,0.9361,10m,0.8968,10m,0.9264,10m,0.7641,10m,0.8973,120.89,1.9511,120.89
B00486A7A8036839,7m,0.7553,7m,0.824,7d,0.8272,7m,0.8317,7d,0.8277,7d,0.7833,7d,0.837,115.95,1.7362,116.13
B00F23DB080BF7F0,3m,0.9059,3m,0.8857,3m,0.8249,3m,0.8793,3m,0.8911,2d,0.6156,2d,0.6584,119.01,2.4311,118.8
B0B8D7CE7C71D25D,1m,0.823,1m,0.8237,12m,0.7817,1m,0.8531,1m,0.7409,12d,0.8752,12d,0.8436,123.01,2.675,123.05
B1BB63F715E1025E,12m,0.8292,12m,0.8279,12m,0.8405,12m,0.7547,12m,0.7845,12d,0.6854,11m,0.8768,115.0,2.9025,114.84
B5DDBF859B5359CB,11m,0.5152,10m,0.4521,10m,0.4588,9d,0.5,11m,0.5639,9d,0.5861,10m,0.4942,117.22,2.743,116.79
B65843F784D21727,7m,0.8328,7m,0.7951,7m,0.8085,7m,0.7514,7m,0.812,6d,0.5361,6m,0.7876,97.49,3.3375,97.51
B74337E32768F98F,3m,0.755,3m,0.8286,3d,0.7807,3m,0.8628,3d,0.7686,2d,0.6985,2d,0.7557,120.06,1.7374,119.84
B7495B9A8962DA70,3d,0.794,3m,0.7104,3d,0.8733,3d,0.8469,3d,0.8292,3d,0.8432,3d,0.9054,124.94,2.2679,125.28
B77B6DFBB8A700C9,11m,0.7749,11m,0.7935,11m,0.8271,11m,0.7659,11m,0.7639,12m,0.7131,11m,0.8454,121.01,3.3262,120.89
B77ED714D1372549,1m,0.7587,1m,0.7878,1m,0.7902,1m,0.8323,1d,0.752,1d,0.8249,1d,0.8452,120.77,3.3416,120.89
BA2C87BDAF8EF848,11m,0.8801,11m,0.8885,11m,0.8949,11m,0.824,11m,0.8595,11d,0.7155,11m,0.934,124.99,3.1437,125.28
BA5EAC90BC085B11,1d,0.7758,10m,0.5744,1d,0.7966,1d,0.8308,1d,0.8261,1d,0.7522,1d,0.6535,128.01,3.417,128.0
BBE41E3F08F3D454,12m,0.9117,12m,0.8701,12m,0.9021,12m,0.7823,12m,0.9385,12m,0.5957,12m,0.8297,109.0,2.8623,108.8
BBE9727E4AD570C5,6d,0.8237,6m,0.8129,6d,0.9196,6d,0.9191,6d,0.8937,6d,0.9319,6d,0.9549,121.94,1.6623,122.32
BC40BC3F27B7708E,3d,0.8171,4m,0.6709,3d,0.8828,3d,0.8631,3d,0.8425,3d,0.8472,3d,0.8517,125.98,1.8706,126.05
BCF4FFC5EFDDC171,9m,0.8875,9m,0.873,9m,0.9086,9m,0.7938,9m,0.8683,9m,0.7249,9m,0.948,123.85,2.5177,126.05
BD05D30E29518008,7d,0.796,4m,0.5868,7d,0.8062,7d,0.8328,7d,0.8475,7d,0.7628,7d,0.647,117.0,2.9934,116.79
BDD6D7ACE00C4EEE,11m,0.8165,11m,0.8671,11m,0.7874,11m,0.9439,11d,0.7514,10d,0.7834,10d,0.8435,146.99,1.6974,146.61
BDE8DB89E8B52164,5m,0.8782,5m,0.8947,5m,0.892,5m,0.886,5m,0.7962,5d,0.8705,5d,0.9416,133.02,2.4929,133.37
BDFB1DC0652CF4C9,11m,0.7599,11m,0.7692,11m,0.8138,11m,0.753,12m,0.7161,11d,0.8169,11m,0.8778,119.99,2.5205,120.19
BE8BB320C4206697,7m,0.95,7m,0.9533,7m,0.9324,7m,0.9132,7m,0.912,7d,0.7321,7m,0.9322,129.99,1.5329,130.01
BEBE2BBCBD21B21E,1m,0.9079,1m,0.9502,1m,0.8776,1m,0.9578,1m,0.8539,1m,0.7798,1m,0.8337,99.93,2.8212,99.86
BF1C20734E72D671,3m,0.8788,3m,0.8595,3m,0.9107,4m,0.815,3m,0.8547,3d,0.7568,3m,0.9281,120.8,1.5496,120.89
BFAF9FD4FC30DE07,12d,0.8468,1m,0.7067,12d,0.8991,12d,0.9117,12d,0.8899,12d,0.9201,12d,0.8781,128.01,2.0209,128.4
BFF411ED275DF3B6,6m,0.8317,6m,0.8245,6m,0.7571,6m,0.8316,6m,0.7864,5d,0.7575,5m,0.7265,117.73,2.0401,118.8
C0201242B8135B45,11m,0.8404,11m,0.7804,11m,0.8471,1d,0.7493,11m,0.85,1d,0.6321,10m,0.8678,125.57,2.2906,125.28
C0F213BCA151C676,11m,0.7732,11m,0.7945,12d,0.8374,11m,0.7891,12d,0.779,11d,0.7493,11d,0.8945,123.96,2.6694,124.53
C11AE0899701FF43,9m,0.8028,9m,0.812,9m,0.8141,10m,0.7953,9m,0.7542,10d,0.8073,9d,0.9051,79.85,1.4296,82.03
C1582B7F7DA5845E,11d,0.491,7m,0.3728,7m,0.4126,11d,0.4965,8m,0.5214,6d,0.4823,7m,0.3089,123.39,2.5167,123.78
C1AD2BFCE4B81893,12d,0.8444,9m,0.8203,9m,0.8473,9m,0.7412,9m,0.8513,10d,0.6648,9m,0.9124,109.96,3.048,109.96
C2AACE85F0F1733A,5m,0.851,5m,0.8761,5m,0.799,5m,0.9099,5m,0.7676,4d,0.7685,4d,0.7456,120.01,3.1263,120.19
C2D86B04CA43F2F0,2d,0.9068,11m,0.6287,2d,0.9638,2d,0.8974,2d,0.9345,2d,0.8038,2d,0.85,139.99,2.2974,139.67
C34235F1555A5BD9,8m,0.7161,8m,0.7149,8m,0.757,9m,0.7388,9d,0.675,8d,0.8386,8d,0.9183,122.95,0.1962,123.05
C3D26DBCA5222E6F,12m,0.8816,12m,0.898,12m,0.8463,12m,0.8897,12m,0.8129,12m,0.7338,12m,0.7272,119.99,2.2834,120.19
C401C466C1868D8C,8m,0.9294,8m,0.9557,8m,0.9197,8m,0.942,8m,0.8814,8d,0.6998,8m,0.8812,124.98,3.2439,125.28
C5F2FA71638F2133,4m,0.8433,4m,0.7985,4m,0.7952,7d,0.7418,4m,0.8773,4m,0.5941,4m,0.6104,105.36,2.1179,105.47
C5F31F7C9A24426C,6m,0.8572,6m,0.8274,6m,0.8385,6m,0.8083,6m,0.8301,6m,0.7548,5m,0.8378,127.0,2.7049,126.82
C69463D8C96BA3ED,1m,0.8297,1m,0.8453,1m,0.8443,1m,0.8277,2d,0.7645,1d,0.7648,1d,0.9004,129.97,2.4817,130.01
C6A87418766615D8,1m,0.8974,1m,0.9071,1m,0.8937,1m,0.9172,1m,0.8166,1m,0.8204,1m,0.814,122.08,2.3101,120.89
C6BB1F5759FCFC9A,1d,0.6717,1m,0.5363,1d,0.664,1d,0.6859,1d,0.7071,12d,0.586,12d,0.6713,140.58,1.4894,141.59
C8BE58D195D42AD0,7m,0.8814,7m,0.9306,7m,0.8505,7m,0.9169,7m,0.7941,7d,0.7794,7d,0.8609,124.99,1.9384,125.28
C8F38A78EF8E1ADC,2m,0.8338,2m,0.8023,2m,0.7977,2m,0.838,2m,0.7764,1d,0.7898,1d,0.8698,116.76,3.0943,116.13
C8F8805FEAE6C536,4m,0.9422,4m,0.9654,4m,0.9101,4m,0.9489,4m,0.8977,4m,0.7603,4m,0.8465,122.98,2.5836,123.05
C9571F4CEC1ED5F4,11m,0.9063,11m,0.9257,11m,0.892,11m,0.944,11m,0.8246,10d,0.7933,11m,0.8548,119.99,2.4873,120.19
CA00063A89738F0F,2d,0.8697,2m,0.7225,2d,0.9275,2d,0.8912,2d,0.8969,2d,0.8343,1d,0.908,121.98,2.3458,122.32
CABF37CC5173999D,7m,0.8155,7m,0.8381,6m,0.8145,7m,0.8694,7d,0.732,6d,0.8909,6d,0.9404,123.56,1.6786,123.78
CBC687708500E950,7m,0.8555,7m,0.9081,7m,0.8105,7m,0.9265,7m,0.7685,7d,0.7594,7m,0.8123,124.0,1.639,123.78
CD5FECFC9CDE127D,3m,0.9328,3m,0.9011,3m,0.913,3m,0.8433,3m,0.9214,3m,0.7539,3m,0.8413,123.0,2.86,123.05
CD8E3B692D05383C,1m,0.8555,1m,0.8917,1m,0.8505,1m,0.8909,1m,0.7594,1d,0.7961,1d,0.8929,115.99,3.4127,116.13
CD928B20D991BFBD,8m,0.7595,8m,0.7868,8m,0.7548,8m,0.8078,8m,0.6862,8m,0.7569,8m,0.7511,128.0,2.4182,128.4
CE94C1AFB2980B3F,5d,0.849,5m,0.8192,5d,0.912,5d,0.9239,5d,0.8954,5d,0.8929,5d,0.8728,107.0,1.6925,107.11
CF696041547504DC,12d,0.8005,10m,0.7637,12d,0.828,11d,0.7632,12d,0.7833,11d,0.8155,11d,0.945,127.97,1.985,127.6
D0CAD5312AFF4077,4d,0.8448,2m,0.7869,4d,0.8667,4d,0.806,4d,0.8344,4d,0.732,3d,0.8544,93.19,3.314,93.12
D0D59B35BE5EF64D,2d,0.9219,11m,0.7697,2d,0.8588,2d,0.857,2d,0.9154,2d,0.6728,11m,0.5892,125.01,2.7883,125.28
D0E6FA29DAF01D26,10m,0.9229,10m,0.8709,10m,0.9141,10m,0.8102,10m,0.9328,10m,0.7161,10m,0.8069,123.96,2.8558,123.78
D23C23CABEB5894F,11m,0.8801,11m,0.8938,11m,0.8468,11m,0.933,11m,0.8055,10d,0.8217,10d,0.7904,120.04,2.0949,120.19
D356A356573B80DF,12d,0.9265,9m,0.6721,12d,0.9333,12d,0.8963,12d,0.9326,12d,0.7988,12d,0.8196,122.95,1.3724,123.05
D36273B37EB783C5,12m,0.93,12m,0.8671,12m,0.8904,3d,0.8203,12m,0.9772,3d,0.5978,12m,0.7352,115.89,3.3505,116.13
D4FB7B4E63E4CE1D,8d,0.8299,9m,0.6847,8d,0.879,8d,0.9263,8d,0.8897,8d,0.918,8d,0.8863,118.56,1.4133,120.19
D5AAE54DB9AA0EB0,8d,0.8,5m,0.5078,8d,0.8276,8d,0.8144,7d,0.7736,7d,0.8024,7d,0.7835,120.99,2.4937,120.89
D5CDD75C13D0D4F7,12m,0.8111,12m,0.7735,12m,0.8296,12m,0.7467,12m,0.7961,12m,0.626,12m,0.7627,119.98,3.4832,120.19
D73062E5557C730F,8m,0.7834,8m,0.8026,8m,0.7843,8m,0.8151,8m,0.7189,8m,0.7643,8m,0.7804,128.02,2.235,128.4
D8F8531EF1F82D4C,6m,0.7725,6m,0.8088,7d,0.8258,7d,0.8032,7d,0.7649,7d,0.8338,6d,0.9025,125.02,3.0576,125.28
DAB620B71FE46FD6,4m,0.864,4m,0.7928,4m,0.8325,4m,0.7646,4m,0.8665,3d,0.6842,3m,0.7246,113.99,2.9097,114.21
DB44FAAD8317917B,12m,0.9599,12m,0.9699,12m,0.9078,12m,0.9817,12m,0.9078,11d,0.7065,12m,0.787,123.09,2.5111,123.05
DBAB55A461013181,2d,0.8003,2m,0.7477,2d,0.852,2d,0.831,2d,0.8288,1d,0.7983,1d,0.8644,119.95,1.7394,120.19
DC02BB77C8212A52,12m,0.8615,12m,0.8311,12m,0.8614,12m,0.7703,12m,0.8198,12d,0.6185,11m,0.8898,119.0,2.9931,118.8
DC08137A23A8469D,6d,0.8048,6m,0.6938,5d,0.8359,6d,0.8745,5d,0.8522,6d,0.8304,5d,0.8492,123.99,2.6169,123.78
DCB67284F1C9495E,4m,0.7983,4m,0.8115,4m,0.8426,4m,0.8442,4m,0.7186,4d,0.8777,4m,0.8677,126.0,2.4722,126.05
DD24B6F784F34BE3,2m,0.9632,2m,0.9604,2m,0.9452,2m,0.9548,2m,0.9077,2d,0.7609,2m,0.8921,110.16,3.3638,109.96
DF2ADE8C94D51A02,12m,0.9482,12m,0.9391,12m,0.9017,12m,0.9091,12m,0.9029,11d,0.7131,11m,0.8287,120.0,1.7981,120.19
DF5BAB509EB6AB86,5m,0.8671,5m,0.8555,4m,0.8179,5m,0.8587,5m,0.8046,4d,0.8094,4m,0.8307,123.79,2.6727,123.78
DFBA85DD41B77838,4m,0.9154,4m,0.9157,4m,0.9116,4m,0.8823,4m,0.8537,4d,0.6922,4m,0.8214,97.95,1.9472,97.97
E0496ABB8A7468B7,9d,0.7157,8m,0.7409,8d,0.8317,8d,0.8344,8d,0.7736,8d,0.9399,8d,0.9863,117.98,1.2128,118.12
E06B27FFE5FD1A73,6d,0.791,4m,0.6138,5d,0.8629,5d,0.8512,5d,0.8131,5d,0.9194,5d,0.9369,133.76,1.3217,134.23
E1578958273738B2,9m,0.7462,9m,0.7995,9d,0.7792,9m,0.8116,9d,0.7288,9d,0.8755,9m,0.8863,123.56,1.0974,125.28
E199F94246DC808F,8m,0.7669,8m,0.7827,7m,0.759,8m,0.8094,8m,0.6883,7d,0.6953,7d,0.7981,113.96,2.6262,114.21
E1AEA68E27474ED4,9m,0.9137,9m,0.9464,9m,0.8844,9m,0.9577,9m,0.8252,9d,0.7836,9m,0.8398,116.99,2.3311,116.79
E1C641DCCDFDD8C8,6m,0.8793,6m,0.8952,6m,0.8502,6m,0.9247,6m,0.7889,5d,0.8283,5d,0.8589,120.98,1.9196,120.89
E2E77C90489E90B7,10d,0.9343,7m,0.8715,7m,0.8947,10d,0.8396,7m,0.9337,10d,0.6415,7m,0.8939,117.1,2.7712,116.79
E3313CDCE9840BC5,8d,0.757,8m,0.5829,8d,0.8307,8d,0.8448,8d,0.7685,8d,0.9334,8d,0.8345,122.05,1.6867,122.32
E467A2579072D4BC,12m,0.9309,12m,0.9262,12m,0.9182,12m,0.8874,12m,0.8971,12d,0.6623,12m,0.8324,120.99,2.6233,120.89
E4DC58AA7B1DF31E,11m,0.812,11m,0.8348,11m,0.8406,11m,0.8133,11m,0.7525,11d,0.8038,11m,0.8905,118.0,2.3693,118.12
E534940AE7D7DECC,11d,0.7993,9m,0.7365,11d,0.85,11d,0.7643,11d,0.816,11d,0.7034,9m,0.8607,120.02,1.8738,120.19
E55678B9533CB189,1d,0.8746,1m,0.7237,1d,0.9424,1d,0.9435,1d,0.8996,1d,0.9272,12d,0.9163,125.14,1.6694,125.28
E5EC4C8DDB60F85C,2m,0.8859,2m,0.8725,2m,0.8822,2m,0.8309,2m,0.83,2d,0.7021,1m,0.9323,125.84,0.861,126.05
E66658C1D3D21605,10m,0.9308,10m,0.9365,10m,0.889,10m,0.9158,10m,0.8968,10m,0.7009,10m,0.8298,125.02,2.8989,125.28
E6F780AAFA6BE763,1m,0.9259,1m,0.9033,1m,0.9071,1m,0.9063,1m,0.8967,12d,0.712,12m,0.7624,137.13,2.2942,136.9
E78372A6A1E071CA,7d,0.9123,7m,0.7811,7d,0.9465,7d,0.9644,7d,0.9512,7d,0.8813,7d,0.8419,124.91,1.5769,125.28
E785D78D410B38EC,12m,0.9482,12m,0.9138,12m,0.9401,12m,0.8157,12m,0.9686,12m,0.6606,12m,0.8936,121.96,2.1993,121.96
E787A0DD5AA3F688,11d,0.8574,11m,0.7782,11d,0.9445,11d,0.942,11d,0.9067,11d,0.9514,11d,0.9301,126.0,2.1904,126.05
E79D41CCE2731E1C,1d,0.7372,1m,0.7211,1d,0.8331,1d,0.857,1d,0.8307,1d,0.8456,1d,0.8715,110.0,2.6359,109.96
E7B99ED5908B2FB0,3m,0.7167,3m,0.7659,3d,0.7329,3m,0.7644,3d,0.7325,3d,0.6978,3d,0.7351,112.19,2.4796,112.35
E869256769BD027D,7m,0.9593,7m,0.9601,7m,0.9212,7m,0.9398,7m,0.9307,7m,0.6809,7m,0.8563,123.0,2.9033,123.05
E88EE00C7D621D56,12m,0.8107,12m,0.8759,12d,0.8828,12m,0.8982,12d,0.8616,12d,0.8925,12d,0.897,130.02,1.6315,130.01
